State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NJ,34,11580,North Hanover Township School District,"4,656",333,29
NJ,34,11610,North Hunterdon-Voorhees Regional School District,"51,689","2,463",74
NJ,34,11640,North Plainfield Borough School District,"23,038","3,624",551
NJ,34,09550,North Warren Regional School District,"12,578",926,50
NJ,34,11670,North Wildwood City School District,"3,596",237,41
NJ,34,11700,Northern Burlington Regional School District,"26,561","1,715",58
NJ,34,11730,Northern Highlands Regional School District,"15,233","1,008",21
NJ,34,11760,Northern Valley Regional School District,"38,028","2,648",85
NJ,34,11790,Northfield City School District,"8,455",958,83
NJ,34,11820,Northvale Borough School District,"4,771",515,29
NJ,34,11850,Norwood Borough School District,"5,653",671,27
NJ,34,11880,Nutley Town School District,"29,703","4,528",260
NJ,34,11910,Oakland Borough School District,"12,775","1,536",44
NJ,34,11940,Oaklyn Borough School District,"3,958",513,48
NJ,34,11970,Ocean City School District,"11,152","1,193",98
NJ,34,12030,Ocean Gate Borough School District,"1,999",128,14
NJ,34,12060,Ocean Township School District,"27,637","4,112",322
NJ,34,12090,Ocean Township School District,"9,139",948,104
NJ,34,12120,Oceanport Borough School District,"7,589",686,21
NJ,34,12150,Ogdensburg Borough School District,"2,288",220,15
NJ,34,09270,Old Bridge Township School District,"66,912","9,830",608
NJ,34,12180,Old Tappan Borough School District,"5,900",756,25
NJ,34,12210,Oldmans Township School District,"1,925",325,24
NJ,34,12240,Oradell Borough School District,"8,261",818,19
NJ,34,12270,Orange City Township School District,"33,944","5,813","1,467"
NJ,34,12300,Oxford Township School District,"2,480",378,29
NJ,34,12360,Palisades Park Borough School District,"20,335","2,047",409
NJ,34,12390,Palmyra Borough School District,"7,556",861,90
NJ,34,12420,Paramus Borough School District,"26,754","4,148",198
NJ,34,12450,Park Ridge Borough School District,"8,902","1,401",35
NJ,34,12480,Parsippany-Troy Hills Township School District,"56,729","7,741",399
NJ,34,12510,Pascack Valley Regional School District,"34,689","2,053",42
NJ,34,12540,Passaic City School District,"69,094","14,823","3,480"
NJ,34,12600,Passaic County Manchester Regional School District,"23,853","1,241",180
NJ,34,12570,Passaic Valley Regional School District,"37,101","1,535",144
NJ,34,12690,Paterson City School District,"156,464","30,021","8,639"
NJ,34,12720,Paulsboro Borough School District,"6,322","1,207",380
NJ,34,12810,Pemberton Township School District,"26,603","4,007",585
NJ,34,12840,Penns Grove-Carneys Point Regional School District,"13,578","2,400",544
NJ,34,12870,Pennsauken Township School District,"37,337","6,251","1,344"
NJ,34,09120,Pennsville Township School District,"12,782","1,887",190
NJ,34,12900,Pequannock Township School District,"15,728","2,251",61
NJ,34,12930,Perth Amboy City School District,"55,466","10,616","2,167"
NJ,34,12960,Phillipsburg Town School District,"15,474","2,626",646
NJ,34,12990,Pine Hill Borough School District,"10,840","1,686",292
NJ,34,13000,Pinelands Regional School District,"28,358","1,865",182
NJ,34,13050,Piscataway Township School District,"60,836","7,749",564
NJ,34,13080,Pitman Borough School District,"8,958","1,374",87
NJ,34,13110,Pittsgrove Township School District,"10,202","1,620",152
NJ,34,13140,Plainfield City School District,"54,337","10,297","1,891"
NJ,34,13200,Pleasantville City School District,"20,680","3,577",869
NJ,34,13230,Plumsted Township School District,"8,350","1,372",79
NJ,34,13260,Pohatcong Township School District,"3,289",424,32
NJ,34,13320,Point Pleasant Beach Borough School District,"5,273",673,43
NJ,34,13290,Point Pleasant Borough School District,"19,594","3,290",112
NJ,34,13350,Pompton Lakes Borough School District,"10,899","1,714",132
NJ,34,13380,Port Republic City School District,"1,104",180,6
NJ,34,13410,Princeton Public Schools,"30,232","4,468",196
NJ,34,13470,Prospect Park Borough School District,"6,241",887,211
NJ,34,13500,Quinton Township School District,"2,600",376,37
NJ,34,13530,Rahway City School District,"29,421","4,253",454
NJ,34,13560,Ramapo-Indian Hill Regional School District,"40,497","2,510",52
NJ,34,13590,Ramsey Borough School District,"14,829","2,684",78
NJ,34,13620,Rancocas Valley Regional School District,"44,829","2,307",148
NJ,34,13650,Randolph Township School District,"26,771","4,885",150
NJ,34,13710,Readington Township School District,"16,283","1,573",54
NJ,34,13740,Red Bank Borough School District,"12,920","1,239",216
NJ,34,13750,Red Bank Regional School District,"23,221","1,123",87
NJ,34,13770,Ridgefield Borough School District,"11,525","1,653",225
NJ,34,13800,Ridgefield Park Township School District,"13,252","1,986",210
NJ,34,13830,Ridgewood Village School District,"26,033","5,978",124
NJ,34,13860,Ringwood Borough School District,"11,497","1,255",54
NJ,34,12260,River Dell Regional School District,"20,335","1,797",41
NJ,34,13890,River Edge Borough School District,"12,074","1,251",34
NJ,34,13950,River Vale Township School District,"9,930","1,214",26
NJ,34,13980,Riverdale Borough School District,"4,148",403,31
NJ,34,14010,Riverside Township School District,"8,130","1,264",174
NJ,34,14040,Riverton Borough School District,"2,808",419,21
NJ,34,17100,Robbinsville Township School District,"15,249","3,200",66
NJ,34,14070,Rochelle Park Township School District,"5,826",716,37
NJ,34,14100,Rockaway Borough School District,"6,664",636,53
NJ,34,14130,Rockaway Township School District,"25,594","2,480",116
NJ,34,14160,Rockleigh Borough School District,408,50,4
NJ,34,14220,Roosevelt Borough School District,807,98,6
NJ,34,14250,Roseland Borough School District,"6,207",503,17
NJ,34,14280,Roselle Borough School District,"22,592","3,456",455
NJ,34,14310,Roselle Park Borough School District,"13,903","2,224",185
NJ,34,14340,Roxbury Township School District,"23,182","3,589",148
NJ,34,14370,Rumson Borough School District,"7,334","1,162",29
NJ,34,14400,Rumson-Fair Haven Regional School District,"13,595","1,053",16
NJ,34,14430,Runnemede Borough School District,"8,383",827,87
NJ,34,14460,Rutherford Borough School District,"18,874","2,860",128
NJ,34,14490,Saddle Brook Township School District,"14,324","2,002",132
NJ,34,14520,Saddle River Borough School District,"3,379",473,20
NJ,34,14550,Salem City School District,"5,337","1,125",412
NJ,34,14610,Sandyston-Walpack Township School District,"2,010",129,5
NJ,34,14640,Sayreville Borough School District,"45,369","6,996",592
NJ,34,14670,Scotch Plains-Fanwood Regional School District,"32,593","6,154",159
NJ,34,14730,Sea Girt Borough School District,"1,864",195,5
NJ,34,14760,Sea Isle City School District,"2,090",119,4
NJ,34,14790,Seaside Heights Borough School District,"2,524",177,41
NJ,34,14820,Seaside Park Borough School District,"1,485",36,4
NJ,34,14850,Secaucus Town School District,"21,588","2,926",300
NJ,34,14880,Shamong Township School District,"6,562",782,23
NJ,34,14940,Shore Regional School District,"19,335",942,50
NJ,34,14970,Shrewsbury Borough School District,"4,179",502,12
NJ,34,15000,Somerdale Borough School District,"5,605",521,75
NJ,34,15030,Somers Point City School District,"10,495",799,144
NJ,34,00009,Somerset Hills Regional School District,"11,490","2,184",86
NJ,34,15090,Somerville Borough School District,"12,470","1,582",128
NJ,34,15120,South Amboy City School District,"9,416","1,359",136
NJ,34,15180,South Bound Brook Borough School District,"4,912",625,81
NJ,34,15210,South Brunswick Township School District,"47,068","8,840",402
NJ,34,15240,South Hackensack Township School District,"2,707",411,55
NJ,34,15270,South Harrison Township School District,"3,464",368,21
NJ,34,00769,South Hunterdon Regional School District,"7,712",845,63
NJ,34,15330,South Orange-Maplewood School District,"43,523","7,905",298
NJ,34,15360,South Plainfield Borough School District,"24,351","3,936",251
NJ,34,15390,South River Borough School District,"16,127","2,561",289
NJ,34,15420,Southampton Township School District,"10,480",729,53
NJ,34,15480,Southern Regional School District,"37,416","2,759",122
NJ,34,15510,Sparta Township School District,"19,859","3,681",88
NJ,34,15540,Spotswood Borough School District,"10,624","1,477",88
NJ,34,15570,Spring Lake Borough School District,"2,785",302,8
NJ,34,15600,Spring Lake Heights Borough School District,"4,884",584,23
NJ,34,15630,Springfield Township School District,"17,100","2,576",119
NJ,34,15660,Springfield Township School District,"3,296",264,14
NJ,34,15690,Stafford Township School District,"29,604","2,489",122
NJ,34,15720,Stanhope Borough School District,"3,573",310,18
NJ,34,02880,Sterling High School School District,"17,018",863,94
NJ,34,15750,Stillwater Township School District,"4,057",287,12
NJ,34,15810,Stone Harbor Borough School District,791,69,1
NJ,34,15840,Stow Creek Township School District,"1,296",131,14
NJ,34,15870,Stratford Borough School District,"7,030",746,88
NJ,34,15900,Summit City School District,"22,616","4,763",153
NJ,34,15960,Sussex-Wantage Regional School District,"13,005","1,284",89
NJ,34,15990,Swedesboro-Woolwich School District,"15,598","1,896",101
NJ,34,16020,Tabernacle Township School District,"6,883",744,36
NJ,34,16080,Teaneck Township School District,"41,333","6,959",403
NJ,34,16110,Tenafly Borough School District,"15,441","3,803",144
NJ,34,16170,Tewksbury Township School District,"5,926",627,13
NJ,34,00004,The Chathams School District,"20,399","4,238",63
NJ,34,16200,Tinton Falls Borough School District,"20,231","1,674",88
NJ,34,16230,Toms River Regional School District,"115,943","19,512","1,730"
NJ,34,16260,Totowa Borough School District,"10,839","1,052",100
NJ,34,16290,Trenton City School District,"89,541","16,654","4,724"
NJ,34,16320,Tuckerton Borough School District,"3,700",240,29
NJ,34,16350,Union Beach Borough School District,"5,716",863,59
NJ,34,16380,Union City School District,"66,755","10,693","3,464"
NJ,34,16440,Union Township School District,"6,569",482,14
NJ,34,16500,Union Township School District,"59,456","8,316",628
NJ,34,16530,Upper Deerfield Township School District,"7,554",961,154
NJ,34,16560,Upper Freehold Regional School District,"8,996","1,650",47
NJ,34,16590,Upper Pittsgrove Township School District,"3,459",504,28
NJ,34,16620,Upper Saddle River Borough School District,"8,371","1,191",36
NJ,34,16650,Upper Township School District,"12,453","2,097",121
NJ,34,16680,Ventnor City School District,"9,233",985,172
NJ,34,16710,Vernon Township School District,"22,656","3,414",210
NJ,34,16740,Verona Borough School District,"14,359","2,459",63
NJ,34,16800,Vineland City School District,"60,060","11,145","1,782"
NJ,34,16830,Voorhees Township School District,"31,289","3,260",233
NJ,34,16860,Waldwick Borough School District,"10,079","1,756",37
NJ,34,16890,Wall Township School District,"26,491","4,010",153
NJ,34,16920,Wallington Borough School District,"11,893","1,444",171
NJ,34,16870,Wallkill Valley Regional School District,"18,806",787,53
NJ,34,16950,Wanaque Borough School District,"11,084",978,65
NJ,34,16970,Warren Hills Regional School District,"24,902","1,678",130
NJ,34,16980,Warren Township School District,"16,083","1,932",52
NJ,34,17010,Washington Borough School District,"7,407",580,68
NJ,34,17040,Washington Township School District,704,75,7
NJ,34,17070,Washington Township School District,"49,664","8,377",578
NJ,34,17130,Washington Township School District,"18,380","2,160",58
NJ,34,17160,Washington Township School District,"6,588",512,28
NJ,34,17190,Watchung Borough School District,"6,514",688,30
NJ,34,17220,Watchung Hills Regional School District,"31,313","1,741",45
NJ,34,17250,Waterford Township School District,"10,495","1,556",153
NJ,34,17280,Wayne Township School District,"53,716","8,733",434
NJ,34,17310,Weehawken Township School District,"16,737","1,929",244
NJ,34,17340,Wenonah Borough School District,"2,329",212,7
NJ,34,17400,West Cape May Borough School District,"1,003",32,4
NJ,34,17430,West Deptford Township School District,"22,647","3,255",283
NJ,34,17460,West Essex Regional School District,"22,772","1,910",66
NJ,34,17490,West Long Branch Borough School District,"8,576",802,78
NJ,34,17520,West Milford Township School District,"24,352","3,485",181
NJ,34,17550,West Morris Regional School District,"38,977","2,523",50
NJ,34,17580,West New York Town School District,"51,497","7,010","2,249"
NJ,34,17610,West Orange Town School District,"48,130","7,615",685
NJ,34,17670,West Wildwood Borough School District,536,42,6
NJ,34,17700,West Windsor-Plainsboro Regional School District,"53,183","10,098",293
NJ,34,17730,Westampton Township School District,"9,265","1,041",67
NJ,34,17760,Westfield Town School District,"30,891","6,858",99
NJ,34,17790,Westville Borough School District,"4,350",351,71
NJ,34,17820,Westwood Regional School District,"20,610","3,105",109
NJ,34,17850,Weymouth Township School District,"2,620",272,28
NJ,34,17880,Wharton Borough School District,"7,314",696,90
NJ,34,17910,White Township School District,"4,674",453,32
NJ,34,17940,Wildwood City School District,"5,122",665,222
NJ,34,17970,Wildwood Crest Borough School District,"3,080",309,44
NJ,34,18000,Willingboro Township School District,"32,393","4,895",748
NJ,34,18030,Winfield Township School District,"1,416",166,8
NJ,34,18060,Winslow Township School District,"40,190","6,513","1,018"
NJ,34,18300,Wood-Ridge Borough School District,"10,158","1,542",57
NJ,34,18090,Woodbine Borough School District,"2,113",325,94
NJ,34,18120,Woodbridge Township School District,"103,694","15,682","1,336"
NJ,34,18150,Woodbury City School District,"10,165","1,668",397
NJ,34,18180,Woodbury Heights Borough School District,"3,161",254,16
NJ,34,18210,Woodcliff Lake Borough School District,"6,141",775,13
NJ,34,17640,Woodland Park Borough School District,"13,175","1,284",196
NJ,34,18240,Woodland Township School District,"1,568",108,4
NJ,34,18270,Woodlynne Borough School District,"2,923",621,193
NJ,34,18330,Woodstown-Pilesgrove Regional School District,"7,922","1,395",97
NJ,34,18360,Wyckoff Township School District,"16,620","2,227",31
